RxnID	Comps	Eq	Subs	Type
HMR_1539	c	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol[c] + H+[c] + NADPH[c] + O2[c] => 4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol[c] + formate[c] + H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1540	c	4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol[c] + H+[c] + NADPH[c] => 4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1543	c	4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol[c] + H+[c] + NADPH[c] + O2[c] => 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1544	c	4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + H+[c] + NADPH[c] + O2[c] => 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + 2 H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1545	c	4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + H+[c] + NADPH[c] + O2[c] => 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1546	c	4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c] + NADP+[c] => 4alpha-methyl-5alpha-cholesta-8-en-3-one[c] + CO2[c] + H+[c] + NADPH[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1547	c	4alpha-methyl-5alpha-cholesta-8-en-3-one[c] + H+[c] + NADPH[c] => 4alpha-methyl-cholesta-8-enol[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1548	c	4alpha-methyl-cholesta-8-enol[c] + H+[c] + NADPH[c] + O2[c] => 4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[c] + H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1549	c	4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[c] + H+[c] + NADPH[c] + O2[c] => 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[c] + 2 H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1550	c	4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[c] + H+[c] + NADPH[c] + O2[c] => 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[c] + H2O[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1551	c	4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[c] + NADP+[c] => 5alpha-cholesta-8-en-3-one[c] + CO2[c] + H+[c] + NADPH[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1552	c	5alpha-cholesta-8-en-3-one[c] + H+[c] + NADPH[c] => cholestenol[c] + NADP+[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1553	c	cholestenol[c] => lathosterol[c]	Cholesterol biosynthesis 3  (Kandustch-Russell pathway)	Core
HMR_1437	c	acetoacetyl-CoA[c] + acetyl-CoA[c] + H2O[c] => CoA[c] + HMG-CoA[c]	Cholesterol metabolism	Core
HMR_1451	c	(R)-5-diphosphomevalonate[c] + ATP[c] => ADP[c] + CO2[c] + isopentenyl-pPP[c] + Pi[c]	Cholesterol metabolism	Core
HMR_1457	c	dimethylallyl-PP[c] + isopentenyl-pPP[c] => geranyl-PP[c] + PPi[c]	Cholesterol metabolism	Core
HMR_1460	c	geranyl-PP[c] + isopentenyl-pPP[c] => farnesyl-PP[c] + PPi[c]	Cholesterol metabolism	Core
HMR_1576	m	acetoacetate[m] + ATP[m] + CoA[m] => acetoacetyl-CoA[m] + AMP[m] + PPi[m]	Cholesterol metabolism	Core
HMR_1577	m	HMG-CoA[m] => acetoacetate[m] + acetyl-CoA[m]	Cholesterol metabolism	Core
HMR_3105	p	acetoacetyl-CoA[p] + CoA[p] <=> 2 acetyl-CoA[p]	Cholesterol metabolism	Core
HMR_2036	c	estrone[c] + H+[c] + NADPH[c] => estradiol-17beta[c] + NADP+[c]	Estrogen metabolism	Core
HMR_2038	c	estrone 3-sulfate[c] + H2O[c] => estrone[c] + sulfate[c]	Estrogen metabolism	Core
HMR_2042	c	estradiol-17beta[c] + H+[c] + NADPH[c] + O2[c] => 2-hydroxyestradiol-17beta[c] + H2O[c] + NADP+[c]	Estrogen metabolism	Core
HMR_2044	c	2-hydroxy-3-methoxy-17beta-estradiol[c] + SAH[c] <=> 2-hydroxyestradiol-17beta[c] + SAM[c]	Estrogen metabolism	Core
HMR_2045	c	2-hydroxyestradiol-17beta[c] + SAM[c] <=> 2-methoxyestradiol-17beta[c] + SAH[c]	Estrogen metabolism	Core
HMR_2048	c	4-hydroxy-17beta-estradiol[c] + SAM[c] <=> 4-methoxy-17beta-estradiol[c] + SAH[c]	Estrogen metabolism	Core
HMR_2052	c	4-hydroxyestrone[c] + SAM[c] <=> 4-methoxyestrone[c] + SAH[c]	Estrogen metabolism	Core
HMR_2053	c	estrone[c] + H+[c] + NADPH[c] + O2[c] => 16alpha-hydroxyestrone[c] + H2O[c] + NADP+[c]	Estrogen metabolism	Core
HMR_2058	c	2-hydroxyestrone[c] + SAM[c] <=> 2-methoxyestrone[c] + SAH[c]	Estrogen metabolism	Core
HMR_2059	r	2-hydroxyestrone[r] + SAM[r] <=> 2-methoxyestrone[r] + SAH[r]	Estrogen metabolism	Core
HMR_2060	c	2-hydroxy-3-methoxyestrone[c] + SAH[c] <=> 2-hydroxyestrone[c] + SAM[c]	Estrogen metabolism	Core
HMR_2061	c	2-hydroxyestrone[c] + H2O2[c] <=> estrone-2,3-semiquinone[c] + 2 H+[c] + H2O[c]	Estrogen metabolism	Core
HMR_2063	r	2-hydroxyestrone[r] + H2O2[r] <=> estrone-2,3-semiquinone[r] + 2 H+[r] + H2O[r]	Estrogen metabolism	Core
HMR_2068	c	2-hydroxyestrone-1-S-glutathione[c] <=> estrone-2,3-quinone[c] + GSH[c]	Estrogen metabolism	Core
HMR_2069	m	2-hydroxyestrone-1-S-glutathione[m] <=> estrone-2,3-quinone[m] + GSH[m]	Estrogen metabolism	Core
HMR_2070	r	2-hydroxyestrone-1-S-glutathione[r] <=> estrone-2,3-quinone[r] + GSH[r]	Estrogen metabolism	Core
HMR_2071	p	2-hydroxyestrone-1-S-glutathione[p] <=> estrone-2,3-quinone[p] + GSH[p]	Estrogen metabolism	Core
HMR_2072	c	2-hydroxyestrone-4-S-glutathione[c] <=> estrone-2,3-quinone[c] + GSH[c]	Estrogen metabolism	Core
HMR_2073	m	2-hydroxyestrone-4-S-glutathione[m] <=> estrone-2,3-quinone[m] + GSH[m]	Estrogen metabolism	Core
HMR_2074	r	2-hydroxyestrone-4-S-glutathione[r] <=> estrone-2,3-quinone[r] + GSH[r]	Estrogen metabolism	Core
HMR_2075	p	2-hydroxyestrone-4-S-glutathione[p] <=> estrone-2,3-quinone[p] + GSH[p]	Estrogen metabolism	Core
HMR_2076	c	4-hydroxyestrone[c] + H2O2[c] <=> estrone-3,4-semiquinone[c] + 2 H+[c] + H2O[c]	Estrogen metabolism	Core
HMR_2078	r	4-hydroxyestrone[r] + H2O2[r] <=> estrone-3,4-semiquinone[r] + 2 H+[r] + H2O[r]	Estrogen metabolism	Core
HMR_2083	c	4-hydroxyestrone-2-S-glutathione[c] <=> estrone-3,4-quinone[c] + GSH[c]	Estrogen metabolism	Core
HMR_2084	m	4-hydroxyestrone-2-S-glutathione[m] <=> estrone-3,4-quinone[m] + GSH[m]	Estrogen metabolism	Core
HMR_2085	r	4-hydroxyestrone-2-S-glutathione[r] <=> estrone-3,4-quinone[r] + GSH[r]	Estrogen metabolism	Core
HMR_2086	p	4-hydroxyestrone-2-S-glutathione[p] <=> estrone-3,4-quinone[p] + GSH[p]	Estrogen metabolism	Core
HMR_2088	c	17beta-estradiol-3,4-semiquinone[c] + 2 H2O[c] <=> 4-hydroxy-17beta-estradiol[c] + H2O2[c]	Estrogen metabolism	Core
HMR_2089	l	17beta-estradiol-3,4-semiquinone[l] + 2 H2O[l] <=> 4-hydroxy-17beta-estradiol[l] + H2O2[l]	Estrogen metabolism	Core
HMR_2095	c	17beta-estradiol-3,4-quinone[c] + GSH[c] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[c]	Estrogen metabolism	Core
HMR_2096	m	17beta-estradiol-3,4-quinone[m] + GSH[m] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[m]	Estrogen metabolism	Core
HMR_2097	r	17beta-estradiol-3,4-quinone[r] + GSH[r] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[r]	Estrogen metabolism	Core
HMR_2098	p	17beta-estradiol-3,4-quinone[p] + GSH[p] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[p]	Estrogen metabolism	Core
HMR_2099	c	17beta-estradiol-2,3-semiquinone[c] + 2 H+[c] + H2O[c] <=> 2-hydroxyestradiol-17beta[c] + H2O2[c]	Estrogen metabolism	Core
HMR_2100	l	17beta-estradiol-2,3-semiquinone[l] + 2 H+[l] + H2O[l] <=> 2-hydroxyestradiol-17beta[l] + H2O2[l]	Estrogen metabolism	Core
HMR_2106	c	17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[c]	Estrogen metabolism	Core
HMR_2107	m	17beta-estradiol-2,3-quinone[m] + GSH[m] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[m]	Estrogen metabolism	Core
HMR_2108	r	17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[r]	Estrogen metabolism	Core
HMR_2109	p	17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[p]	Estrogen metabolism	Core
HMR_2110	c	17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[c]	Estrogen metabolism	Core
HMR_2111	m	17beta-estradiol-2,3-quinone[m] + GSH[m] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[m]	Estrogen metabolism	Core
HMR_2112	r	17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[r]	Estrogen metabolism	Core
HMR_2113	p	17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[p]	Estrogen metabolism	Core
HMR_0736	c	ceramide pool[c] + PC-LD pool[c] => 1,2-diacylglycerol-LD-TAG pool[c] + SM pool[c]	Sphingolipid metabolism	Core
HMR_0738	c	palmitoyl-CoA[c] + serine[c] => 3-dehydrosphinganine[c] + CO2[c] + CoA[c]	Sphingolipid metabolism	Core
HMR_0741	c	3-dehydrosphinganine[c] + H+[c] + NADPH[c] => NADP+[c] + sphinganine[c]	Sphingolipid metabolism	Core
HMR_0744	c	ATP[c] + sphinganine[c] => ADP[c] + sphinganine-1-phosphate[c]	Sphingolipid metabolism	Core
HMR_0746	c	H2O[c] + sphinganine-1-phosphate[c] => Pi[c] + sphinganine[c]	Sphingolipid metabolism	Core
HMR_0750	c	acyl-CoA-LD-SM pool[c] + sphinganine[c] => CoA[c] + dihydroceramide pool[c]	Sphingolipid metabolism	Core
HMR_0753	c	dihydroceramide pool[c] + H2O[c] <=> fatty acid-LD-SM pool[c] + sphinganine[c]	Sphingolipid metabolism	Core
HMR_0754	c	dihydroceramide pool[c] + H+[c] + NADPH[c] + O2[c] => ceramide pool[c] + 2 H2O[c] + NADP+[c]	Sphingolipid metabolism	Core
HMR_0758	c	ceramide pool[c] + CoA[c] => acyl-CoA-LD-SM pool[c] + sphingosine[c]	Sphingolipid metabolism	Core
HMR_0760	c	ATP[c] + ceramide pool[c] => ADP[c] + ceramide-1P pool[c]	Sphingolipid metabolism	Core
HMR_0767	c	ceramide-1P pool[c] + H2O[c] => ceramide pool[c] + Pi[c]	Sphingolipid metabolism	Core
HMR_0773	c	ATP[c] + sphingosine[c] => ADP[c] + sphingosine-1-phosphate[c]	Sphingolipid metabolism	Core
HMR_0775	c	H2O[c] + sphingosine-1-phosphate[c] => Pi[c] + sphingosine[c]	Sphingolipid metabolism	Core
HMR_0779	c	sphingosine-1-phosphate[c] => ethanolamine-phosphate[c] + hexadecenal[c]	Sphingolipid metabolism	Core
HMR_0783	s	H2O[s] + sphingosine-1-phosphate[s] => Pi[s] + sphingosine[s]	Sphingolipid metabolism	Core
HMR_0795	c	H2O[c] + SM pool[c] => ceramide pool[c] + phosphocholine[c]	Sphingolipid metabolism	Core
HMR_8219	c	dihydroceramide pool[c] + NADP+[c] => ceramide pool[c] + H+[c] + NADPH[c]	Sphingolipid metabolism	Core
HMR_8220	c	dihydroceramide pool[c] + FAD[c] => ceramide pool[c] + FADH2[c]	Sphingolipid metabolism	Core
HMR_0453	c	glyceraldehyde[c] + H+[c] + NADPH[c] <=> glycerol[c] + NADP+[c]	Glycerolipid metabolism	Core
HMR_0456	c	glyceraldehyde[c] + H2O[c] + NAD+[c] => glycerate[c] + H+[c] + NADH[c]	Glycerolipid metabolism	Core
HMR_0486	c	lauroyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-laur[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0487	c	sn-glycerol-3-phosphate[c] + tridecanoyl-CoA[c] => 1-acylglycerol-3P-tridec[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0488	c	myristoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-myrist[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0489	c	(9E)-tetradecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9-tetrade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0490	c	(7Z)-tetradecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7-tetrade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0491	c	5-tetradecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-5-tetrade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0492	c	pentadecanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-pentade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0493	c	palmitoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-palm[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0494	c	palmitoleoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-palmn[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0495	c	7-hexadecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7-hexade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0496	c	heptadecanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-heptade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0497	c	(10Z)-heptadecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-10-heptade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0498	c	9-heptadecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9-heptade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0499	c	sn-glycerol-3-phosphate[c] + stearoyl-CoA[c] => 1-acylglycerol-3P-stea[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0500	c	(13Z)-octadecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13-octade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0501	c	cis-vaccenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-cis-vac[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0502	c	oleoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-ol[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0503	c	(9E)-octadecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9-octade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0504	c	(7Z)-octadecenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7-octade[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0505	c	(6Z,9Z)-octadecadienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-6,9-octa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0506	c	nonadecanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-nanode[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0507	c	eicosanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0508	c	(13Z)-eicosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13-eicose[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0509	c	(11Z)-eicosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-11-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0510	c	9-eicosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9-eicose[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0511	c	(8Z,11Z)-eicosadienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-8,11-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0512	c	(5Z,8Z,11Z)-eicosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-5,8,11-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0513	c	heneicosanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-heneico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0514	c	docosanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-docosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0515	c	(13Z)-docosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13-docose[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0516	c	(11Z)-docosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-11-docose[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0517	c	sn-glycerol-3-phosphate[c] + tricosanoyl-CoA[c] => 1-acylglycerol-3P-trico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0518	c	sn-glycerol-3-phosphate[c] + tetracosanoyl-CoA[c] => 1-acylglycerol-3P-tetraco[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0519	c	(15Z)-tetracosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-15-tetra[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0520	c	hexacosanoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-hexacosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0521	c	hexacosenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-hexecose[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0522	c	linolenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-linolen[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0523	c	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-6,9,12,15-octa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0524	c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-8,11,14,17-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0525	c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-5,8,11,14,17-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0526	c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7,10,13,16,19-docosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0527	c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9,12,15,18,21-tetra[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0528	c	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-6,9,12,15,18,21-tetra[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0529	c	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-4,7,10,13,16,19-doco[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0530	c	(11Z,14Z,17Z)-eicosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-11,14,17-eico[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0531	c	13,16,19-docosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13,16,19-doco[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0532	c	10,13,16,19-docosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-10,13,16,19-doco[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0533	c	12,15,18,21-tetracosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-12,15,18,21-tetra[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0534	c	linoleoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-lin[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0535	c	gamma-linolenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-gamma-lin[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0536	c	dihomo-gamma-linolenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-dihomo-gamma[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0537	c	arachidonyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-arach[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0538	c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-7,10,13,16-docosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0539	c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-9,12,15,18-tetraco[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0540	c	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-6,9,12,15,18-tetraco[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0541	c	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-4,7,10,13,16-docosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0542	c	(11Z,14Z)-eicosadienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-11,14-eicosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0543	c	(13Z,16Z)-docosadienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-13,16-docosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0544	c	10,13,16-docosatrienoyl-CoA[c] + sn-glycerol-3-phosphate[c] => 1-acylglycerol-3P-10,13,16-docosa[c] + CoA[c]	Glycerolipid metabolism	Core
HMR_0596	c	H2O[c] + phosphatidate-LD-TAG pool[c] => 1,2-diacylglycerol-LD-TAG pool[c] + Pi[c]	Glycerolipid metabolism	Core
HMR_0673	c	1-acylglycerol-LD-TG1 pool[c] + ATP[c] => 1-acylglycerol-3P-LD-TG1 pool[c] + ADP[c]	Glycerolipid metabolism	Core
HMR_0674	c	1-acylglycerol-LD-PC pool[c] + ATP[c] => 1-acylglycerol-3P-LD-PC pool[c] + ADP[c]	Glycerolipid metabolism	Core
HMR_0675	c	1-acylglycerol-LD-PE pool[c] + ATP[c] => 1-acylglycerol-3P-LD-PE pool[c] + ADP[c]	Glycerolipid metabolism	Core
HMR_0676	c	1-acylglycerol-LD-PS pool[c] + ATP[c] => 1-acylglycerol-3P-LD-PS pool[c] + ADP[c]	Glycerolipid metabolism	Core
HMR_0677	c	1-acylglycerol-LD-PI pool[c] + ATP[c] => 1-acylglycerol-3P-LD-PI pool[c] + ADP[c]	Glycerolipid metabolism	Core
HMR_0678	c	1-acylglycerol-LD-SM pool[c] + ATP[c] => 1-acylglycerol-3P-LD-SM pool[c] + ADP[c]	Glycerolipid metabolism	Core
HMR_0479	c	DHAP[c] + H+[c] + NADH[c] => NAD+[c] + sn-glycerol-3-phosphate[c]	Glycerophospholipid metabolism	Core
HMR_0483	c	DHAP[c] + ubiquinol[m] => sn-glycerol-3-phosphate[c] + ubiquinone[m]	Glycerophospholipid metabolism	Core
HMR_0482	c	DHAP[c] + FADH2[c] => FAD[c] + sn-glycerol-3-phosphate[c]	Glycerophospholipid metabolism	Core
HMR_0579	m	acyl-CoA-CL pool[m] + sn-glycerol-3-phosphate[m] => 1-acylglycerol-3P-CL pool[m] + CoA[m]	Glycerophospholipid metabolism	Core
HMR_0580	m	1-acylglycerol-3P-CL pool[m] + acyl-CoA-CL pool[m] => CoA[m] + phosphatidate-CL pool[m]	Glycerophospholipid metabolism	Core
HMR_0581	m	CTP[m] + phosphatidate-CL pool[m] => CDP-diacylglycerol-CL pool[m] + PPi[m]	Glycerophospholipid metabolism	Core
HMR_0582	m	CDP-diacylglycerol-CL pool[m] + sn-glycerol-3-phosphate[m] => CMP[m] + PGP-CL pool[m]	Glycerophospholipid metabolism	Core
HMR_0584	m	H2O[m] + PGP-CL pool[m] => PG-CL pool[m] + Pi[m]	Glycerophospholipid metabolism	Core
HMR_0586	m	CDP-diacylglycerol-CL pool[m] + PG-CL pool[m] => CL pool[m] + CMP[m]	Glycerophospholipid metabolism	Core
HMR_0589	c	1-acylglycerol-3P-LD-PC pool[c] + acyl-CoA-LD-PC pool[c] => CoA[c] + phosphatidate-LD-PC pool[c]	Glycerophospholipid metabolism	Core
HMR_0592	c	1-acylglycerol-3P-LD-PI pool[c] + acyl-CoA-LD-PI pool[c] => CoA[c] + phosphatidate-LD-PI pool[c]	Glycerophospholipid metabolism	Core
