RxnID	Comps	Eq	Subs	Type	Class
HMR_1708	p	(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[p] + NAD+[p] => 3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa[p] + H+[p] + NADH[p]	Bile acid biosynthesis	Pan	Absent
HMR_1710	p	3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa[p] + CoA[p] => chenodeoxycholoyl-CoA[p] + propanoyl-CoA[p]	Bile acid biosynthesis	Pan	Absent
HMR_1716	p	chenodeoxycholoyl-CoA[p] + H2O[p] => chenodiol[p] + CoA[p]	Bile acid biosynthesis	Pan	Absent
HMR_1720	p	chenodeoxycholoyl-CoA[p] + taurine[p] => CoA[p] + taurochenodeoxycholate[p]	Bile acid biosynthesis	Pan	Absent
HMR_1722	c	chenodeoxycholoyl-CoA[c] + glycine[c] => CoA[c] + glycochenodeoxycholate[c]	Bile acid biosynthesis	Pan	Absent
HMR_1723	c	chenodeoxycholoyl-CoA[c] + taurine[c] => CoA[c] + taurochenodeoxycholate[c]	Bile acid biosynthesis	Pan	Absent
HMR_1740	c	4-cholesten-7alpha,12alpha,24(S)-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1741	c	4-cholesten-7alpha,24(S)-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,24(S)-diol-3-one[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1742	c	5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1743	c	5beta-cholestan-7alpha,24(S)-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-3alpha,7alpha,24(S)-triol[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1744	m	5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[c] => 5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[m]	Transport, mitochondrial	Pan	Absent
HMR_1745	m	5beta-cholestan-3alpha,7alpha,24(S)-triol[c] => 5beta-cholestan-3alpha,7alpha,24(S)-triol[m]	Transport, mitochondrial	Pan	Absent
HMR_1746	m	5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m] + H2O[m] + NADP+[m]	Bile acid biosynthesis	Pan	Absent
HMR_1747	m	5beta-cholestan-3alpha,7alpha,24(S)-triol[m] + H+[m] + NADPH[m] + O2[m] => 5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m] + H2O[m] + NADP+[m]	Bile acid biosynthesis	Pan	Absent
HMR_1748	m	5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m] + NADPH[m] + O2[m] => 3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al[m] + H+[m] + H2O[m] + NADP+[m]	Bile acid biosynthesis	Pan	Absent
HMR_1749	m	5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m] + NADPH[m] + O2[m] => 3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al[m] + H+[m] + H2O[m] + NADP+[m]	Bile acid biosynthesis	Pan	Absent
HMR_1750	m	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al[m] + 3 H+[m] + NADPH[m] + O2[m] => H2O[m] + NADP+[m] + tetraHCA[m]	Bile acid biosynthesis	Pan	Absent
HMR_1751	m	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al[m] + H+[m] + NADPH[m] + O2[m] => 3,7,24THCA[m] + H2O[m] + NADP+[m]	Bile acid biosynthesis	Pan	Absent
HMR_1752	m	tetraHCA[m] => tetraHCA[c]	Transport, mitochondrial	Pan	Absent
HMR_1753	m	3,7,24THCA[m] => 3,7,24THCA[c]	Transport, mitochondrial	Pan	Absent
HMR_1754	c	ATP[c] + CoA[c] + tetraHCA[c] => 25(R)TetraHCA-CoA[c] + AMP[c] + H2O[c] + PPi[c]	Bile acid biosynthesis	Pan	Absent
HMR_1756	c	3,7,24THCA[c] + ATP[c] + CoA[c] + 2 H+[c] => 3,7,24THCA-CoA[c] + AMP[c] + H2O[c] + PPi[c]	Bile acid biosynthesis	Pan	Absent
HMR_1758	p	25(R)TetraHCA-CoA[c] => 25(R)TetraHCA-CoA[p]	Transport, peroxisomal	Pan	Absent
HMR_1759	p	3,7,24THCA-CoA[c] => 3,7,24THCA-CoA[p]	Transport, peroxisomal	Pan	Absent
HMR_1760	p	25(R)TetraHCA-CoA[p] => (24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[p]	Bile acid biosynthesis	Pan	Absent
HMR_1761	p	3,7,24THCA-CoA[p] => (24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[p]	Bile acid biosynthesis	Pan	Absent
HMR_1768	c	4-cholesten-7alpha,12alpha,27-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,12alpha,27-triol-3-one[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1769	c	4-cholesten-7alpha,27-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-7alpha,27-diol-3-one[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1770	c	5beta-cholestan-7alpha,12alpha,27-triol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1771	c	5beta-cholestan-7alpha,27-diol-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestane-3alpha,7alpha,26-triol[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1802	m	5beta-cholestan-3alpha,7alpha,12alpha-triol[m] + H+[m] + NADPH[m] + O2[m] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m] + H2O[m] + NADP+[m]	Bile acid biosynthesis	Pan	Absent
HMR_1803	c	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[c] + H+[c] + NADH[c] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[c] + NAD+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1804	c	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[c] + H+[c] + NADPH[c] + O2[c] => 5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[c] + H2O[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1810	r	5beta-cholestan-3alpha,7alpha,12alpha-triol[r] + H+[r] + NADPH[r] + O2[r] => 5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r] + H2O[r] + NADP+[r]	Bile acid biosynthesis	Pan	Absent
HMR_1811	r	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r] + H+[r] + NADPH[r] + O2[r] => 5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[r] + H2O[r] + NADP+[r]	Bile acid biosynthesis	Pan	Absent
HMR_1815	r	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r] + H+[r] + NADPH[r] + O2[r] => 5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol[r] + H2O[r] + NADP+[r]	Bile acid biosynthesis	Pan	Absent
HMR_1817	r	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r] + H+[r] + NADPH[r] + O2[r] => 5beta-cholestane-3alpha,7alpha,12alpha,24r,25-pentol[r] + H2O[r] + NADP+[r]	Bile acid biosynthesis	Pan	Absent
HMR_1819	r	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r] + H+[r] + NADPH[r] + O2[r] => 5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol[r] + H2O[r] + NADP+[r]	Bile acid biosynthesis	Pan	Absent
HMR_1838	c	H+[c] + lithocholate[c] + NADPH[c] + O2[c] => H2O[c] + hyodeoxycholate[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1839	c	H+[c] + lithocholate[c] + NADPH[c] + O2[c] => 3alpha,12alpha-dihydroxy-5beta-cholanate[c] + H2O[c] + NADP+[c]	Bile acid biosynthesis	Pan	Absent
HMR_1840	r	H+[r] + lithocholate[r] + NADPH[r] + O2[r] => 3alpha,12alpha-dihydroxy-5beta-cholanate[r] + H2O[r] + NADP+[r]	Bile acid biosynthesis	Pan	Absent
HMR_1841	c	AMP[c] + PPi[c] + taurolithocholate[c] <=> ATP[c] + lithocholate[c] + taurine[c]	Bile acid biosynthesis	Pan	Absent
HMR_1842	p	AMP[p] + PPi[p] + taurolithocholate[p] <=> ATP[p] + lithocholate[p] + taurine[p]	Bile acid biosynthesis	Pan	Absent
HMR_1843	c	PAPS[c] + taurolithocholate[c] <=> PAP[c] + sulfotaurolithocholate[c]	Bile acid biosynthesis	Pan	Absent
HMR_1844	c	AMP[c] + glycolithocholate[c] + PPi[c] <=> ATP[c] + glycine[c] + lithocholate[c]	Bile acid biosynthesis	Pan	Absent
HMR_1845	p	AMP[p] + glycolithocholate[p] + PPi[p] <=> ATP[p] + glycine[p] + lithocholate[p]	Bile acid biosynthesis	Pan	Absent
HMR_8063	c	2 3-sulfinoalanine[c] + O2[c] => 2 L-cysteate[c]	Bile acid biosynthesis	Pan	Absent
HMR_8064	m	2 3-sulfinoalanine[m] + O2[m] => 2 L-cysteate[m]	Bile acid biosynthesis	Pan	Absent
HMR_1848	r	AMP[r] + choloyl-CoA[r] + PPi[r] <=> ATP[r] + cholate[r] + CoA[r]	Bile acid recycling	Pan	Absent
HMR_1851	s	2 ATP[c] + glycocholate[c] + 2 H2O[c] => 2 ADP[c] + glycocholate[s] + 2 Pi[c]	Transport, extracellular	Pan	Absent
HMR_1856	s	2 ATP[c] + 2 H2O[c] + taurocholate[c] => 2 ADP[c] + 2 Pi[c] + taurocholate[s]	Transport, extracellular	Pan	Absent
HMR_1857	s	2 ATP[p] + 2 H2O[p] + taurocholate[p] => 2 ADP[p] + 2 Pi[p] + taurocholate[s]	Transport, extracellular	Pan	Absent
HMR_1858	s	2 ATP[c] + glycochenodeoxycholate[c] + 2 H2O[c] => 2 ADP[c] + glycochenodeoxycholate[s] + 2 Pi[c]	Transport, extracellular	Pan	Absent
HMR_1860	s	2 ATP[c] + 2 H2O[c] + taurochenodeoxycholate[c] => 2 ADP[c] + 2 Pi[c] + taurochenodeoxycholate[s]	Transport, extracellular	Pan	Absent
HMR_1861	s	2 ATP[p] + 2 H2O[p] + taurochenodeoxycholate[p] => 2 ADP[p] + 2 Pi[p] + taurochenodeoxycholate[s]	Transport, extracellular	Pan	Absent
HMR_1897	s	ATP[r] + bilirubin-monoglucuronoside[r] + H2O[r] => ADP[r] + bilirubin-monoglucuronoside[s] + Pi[r]	Transport, extracellular	Pan	Absent
HMR_1403	c	7-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1404	c	8-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1405	c	10-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1406	c	11-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1407	c	14-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1408	c	16-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1409	c	17-peroxy-docosahexaenoate[c] + H+[c] <=> DHA[c] + O2-[c]	Isolated	Pan	Absent
HMR_1410	c	2 DHA[c] + 3 O2[c] => 11-peroxy-docosahexaenoate[c] + 4-hydroperoxy-H4-neuroprostane[c] + H+[c]	Isolated	Pan	Absent
HMR_1411	c	2 DHA[c] + 3 O2[c] => 11-peroxy-docosahexaenoate[c] + 7-hydroperoxy-H4-neuroprostane[c] + H+[c]	Isolated	Pan	Absent
HMR_1412	c	2 DHA[c] + 3 O2[c] => 10-hydroperoxy-H4-neuroprostane[c] + 14-peroxy-docosahexaenoate[c] + H+[c]	Isolated	Pan	Absent
HMR_1413	c	2 DHA[c] + 3 O2[c] => 11-hydroperoxy-H4-neuroprostane[c] + 7-peroxy-docosahexaenoate[c] + H+[c]	Isolated	Pan	Absent
HMR_1414	c	2 DHA[c] + 3 O2[c] => 13-hydroperoxy-H4-neuroprostane[c] + 17-peroxy-docosahexaenoate[c] + H+[c]	Isolated	Pan	Absent
HMR_1415	c	10-peroxy-docosahexaenoate[c] + ascorbate[c] + O2[c] => 14-hydroperoxy-H4-neuroprostane[c] + monodehydroascorbate[c]	Isolated	Pan	Absent
HMR_1416	c	2 DHA[c] + 3 O2[c] => 14-peroxy-docosahexaenoate[c] + 17-hydroperoxy-H4-neuroprostane[c] + H+[c]	Isolated	Pan	Absent
HMR_1417	c	2 DHA[c] + 3 O2[c] => 16-peroxy-docosahexaenoate[c] + 20-hydroperoxy-H4-neuroprostane[c] + H+[c]	Isolated	Pan	Absent
HMR_1418	c	4-hydroperoxy-H4-neuroprostane[c] + 2 H+[c] <=> 4-hydroxy-D4-neuroprostane[c] + H2O[c]	Isolated	Pan	Absent
HMR_1419	c	4-hydroperoxy-H4-neuroprostane[c] + 2 H+[c] <=> 4-hydroxy-E4-neuroprostane[c] + H2O[c]	Isolated	Pan	Absent
HMR_1420	c	7-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 7-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1421	c	7-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 7-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1422	c	10-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 10-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1423	c	10-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 10-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1424	c	11-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 11-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1425	c	11-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 11-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1426	c	13-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 13-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1427	c	13-hydroperoxy-H4-neuroprostane[c] + 2 H+[c] <=> 13-hydroxy-D4-neuroprostane[c] + H2O[c]	Isolated	Pan	Absent
HMR_1428	c	14-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 14-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1429	c	14-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 14-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1430	c	17-hydroperoxy-H4-neuroprostane[c] + 2 H+[c] <=> 17-hydroxy-E4-neuroprostane[c] + H2O[c]	Isolated	Pan	Absent
HMR_1431	c	17-hydroperoxy-H4-neuroprostane[c] + 2 H+[c] <=> 17-hydroxy-D4-neuroprostane[c] + H2O[c]	Isolated	Pan	Absent
HMR_1432	c	20-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 20-hydroxy-D4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_1433	c	20-hydroperoxy-H4-neuroprostane[c] + ascorbate[c] <=> 20-hydroxy-E4-neuroprostane[c] + dehydroascorbic acid[c] + H2O[c]	Isolated	Pan	Absent
HMR_8291	g	GDP-L-fucose[g] + nLc6Cer[g] => GDP[g] + VI2Fuc-nLc6[g]	Blood group biosynthesis	Pan	Absent
HMR_8292	g	UDP-N-acetyl-D-galactosamine[g] + VI2Fuc-nLc6[g] => acgalfucgalacglcgal14acglcgalgluside heparan sulfate[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8293	g	acgalfucgalacglcgal14acglcgalgluside heparan sulfate[g] + UDP-galactose[g] => galacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8294	g	galacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g] + GDP-L-fucose[g] => fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8295	g	fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g] + UDP-N-acetyl-D-galactosamine[g] => type IIIAb[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8298	g	UDP-galactose[g] + VI2Fuc-nLc6[g] => galfucgalacglcgal14acglcgalgluside heparan sulfate[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8301	g	2 GDP-L-fucose[g] + nLc6Cer[g] => fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g] + 2 GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8302	g	fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g] + 2 UDP-galactose[g] => galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g] + 2 UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8305	g	nLc6Cer[g] + UDP-N-acetylglucosamine[g] => nLc7Cer[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8306	g	nLc7Cer[g] + UDP-galactose[g] => nLc8Cer[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8307	g	GDP-L-fucose[g] + nLc8Cer[g] => fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8308	g	fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g] + GDP-L-fucose[g] => fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8309	g	fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g] + GDP-L-fucose[g] => fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8316	g	nLc6Cer[g] + UDP-N-acetylglucosamine[g] => G00077[g] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8317	g	G00077[g] + UDP-galactose[g] => iso-nLc8Cer[c] + UDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8327	g	CMP-N-acetylneuraminate[g] + sialyl-3-paragloboside[g] => 3,8-LD1[g] + CMP[g]	Blood group biosynthesis	Pan	Absent
HMR_8330	g	GDP-L-fucose[g] + VI2Fuc-nLc6[g] => fucfucgalacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8331	g	fucfucgalacglcgal14acglcgalgluside heparan sulfate[g] + GDP-L-fucose[g] => fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8332	g	GDP-L-fucose[g] + nLc6Cer[g] => GDP[g] + V3Fuc-nLc6Cer[g]	Blood group biosynthesis	Pan	Absent
HMR_8333	g	GDP-L-fucose[g] + V3Fuc-nLc6Cer[g] => fucfuc132galacglcgal14acglcgalgluside heparan sulfate[g] + GDP[g]	Blood group biosynthesis	Pan	Absent
HMR_8334	g	GDP-L-fucose[g] + nLc6Cer[g] => GDP[g] + III3Fuc-nLc6Cer[g]	Blood group biosynthesis	Pan	Absent
HMR_8337	g	CMP-N-acetylneuraminate[g] + nLc6Cer[g] => CMP[g] + VI3NeuAc-nLc6Cer[g]	Blood group biosynthesis	Pan	Absent
HMR_3992	c	2 ferricytochrome B5[c] + H+[c] + NADH[c] <=> 2 ferrocytochrome B5[c] + NAD+[c]	Nicotinate and nicotinamide metabolism	Pan	Absent
HMR_4267	m	ATP[m] + H+[m] + nicotinamide D-ribonucleotide[m] => NAD+[m] + PPi[m]	Nicotinate and nicotinamide metabolism	Pan	Absent
HMR_4268	m	ATP[m] + NAD+[m] => ADP[m] + NADP+[m]	Nicotinate and nicotinamide metabolism	Pan	Absent
HMR_4279	n	ATP[n] + NAD+[n] => ADP[n] + NADP+[n]	Nicotinate and nicotinamide metabolism	Pan	Absent
HMR_7677	c	1-methylnicotinamide[c] + H2O[c] + O2[c] => H+[c] + H2O2[c] + N1-methyl-4-pyridone-5-carboxamide[c]	Nicotinate and nicotinamide metabolism	Pan	Absent
HMR_7678	c	1-methylnicotinamide[c] + H2O[c] + O2[c] => H+[c] + H2O2[c] + N1-methyl-2-pyridone-5-carboxamide[c]	Nicotinate and nicotinamide metabolism	Pan	Absent
HMR_4499	m	mitoApo-[ACP][m] + phosphopantetheine[m] => H2O[m] + mitoACP[m]	Pantothenate and CoA biosynthesis	Pan	Absent
HMR_6580	g	ATP[g] + PI pool[g] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[g] + ADP[g]	Inositol phosphate metabolism	Pan	Absent
HMR_6584	g	1-phosphatidyl-1D-myo-inositol-5-phosphate[g] + H2O[g] => PI pool[g] + Pi[g]	Inositol phosphate metabolism	Pan	Absent
HMR_6588	g	1-phosphatidyl-1D-myo-inositol-5-phosphate[g] + ATP[g] => 1-phosphatidyl-myo-inositol-3,5-bisphosphate[g] + ADP[g]	Inositol phosphate metabolism	Pan	Absent
HMR_6589	r	1-phosphatidyl-1D-myo-inositol-5-phosphate[r] + ATP[r] => 1-phosphatidyl-myo-inositol-3,5-bisphosphate[r] + ADP[r]	Inositol phosphate metabolism	Pan	Absent
HMR_8801	c	1D-myo-inositol-1,3,4-trisphosphate[c] + H2O[c] => inositol-1,3-bisphosphate[c] + Pi[c]	Inositol phosphate metabolism	Pan	Absent
HMR_8802	c	H2O[c] + inositol-1,3-bisphosphate[c] => inositol-1-phosphate[c] + Pi[c]	Inositol phosphate metabolism	Pan	Absent
HMR_8825	r	1-phosphatidyl-1D-myo-inositol-5-phosphate[r] + ATP[r] => ADP[r] + phosphatidylinositol-3,5-bisphosphate[r]	Inositol phosphate metabolism	Pan	Absent
HMR_8827	r	ATP[r] + PI pool[r] => 1-phosphatidyl-1D-myo-inositol-3-phosphate[r] + ADP[r]	Inositol phosphate metabolism	Pan	Absent
HMR_8143	c	5-formyl-THF[c] + ATP[c] + H+[c] => 5,10-methenyl-THF[c] + ADP[c] + Pi[c]	Folate metabolism	Pan	Absent
HMR_6394	c	ascorbate[c] + lipoic acid[c] <=> dehydroascorbic acid[c] + dihydrolipoate[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_6405	c	H2O[c] + lipoyllysine[c] <=> lipoic acid[c] + lysine[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_8349	c	D-glucurono-6,3-lactone[c] + 2 H2O[c] + NAD+[c] => D-glucarate[c] + H+[c] + NADH[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_8621	c	dehydroascorbic acid[c] + H2O[c] => 2,3-diketo-L-gulonate[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_8622	c	2,3-diketo-L-gulonate[c] + H2O[c] => CO2[c] + L-lyxonate[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_8623	c	2,3-diketo-L-gulonate[c] + H2O[c] => CO2[c] + L-xylonate[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_8624	c	2,3-diketo-L-gulonate[c] + H2O2[c] => oxalate[c] + threonate[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_8625	c	2,3-diketo-L-gulonate[c] + H2O[c] => L-erythrulose[c] + oxalate[c]	Ascorbate and aldarate metabolism	Pan	Absent
HMR_4763	c	FADH2[c] + hemoglobin[c] + 3 O2[c] => biliverdin[c] + CO[c] + FAD[c] + Fe3+[c] + globin[c] + 3 H2O[c]	Porphyrin metabolism	Pan	Absent
HMR_4764	c	biliverdin[c] + H+[c] + NADH[c] => bilirubin[c] + NAD+[c]	Porphyrin metabolism	Pan	Absent
HMR_4768	c	6 H+[c] + uroporphyrin III[c] <=> uroporphyrinogen III[c]	Porphyrin metabolism	Pan	Absent
HMR_4769	c	6 H+[c] + uroporphyrin I[c] <=> uroporphyrinogen III[c]	Porphyrin metabolism	Pan	Absent
HMR_8634	c	biliverdin[c] + H+[c] + NADPH[c] => bilirubin[c] + NADP+[c]	Porphyrin metabolism	Pan	Absent
HMR_9717	c	globin[c] + heme[c] => hemoglobin[c]	Porphyrin metabolism	Pan	Absent
HMR_6640	c	retinol[c] => anhydroretinol[c] + H2O[c]	Retinol metabolism	Pan	Absent
HMR_6642	r	H+[r] + NADPH[r] + O2[r] + retinol[r] => 4-hydroxyvitamin A1[r] + H2O[r] + NADP+[r]	Retinol metabolism	Pan	Absent
HMR_6648	c	H+[c] + NADPH[c] + O2[c] + retinal[c] => 4-OH-retinal[c] + H2O[c] + NADP+[c]	Retinol metabolism	Pan	Absent
HMR_6649	r	H+[r] + NADPH[r] + O2[r] + retinal[r] => 4-OH-retinal[r] + H2O[r] + NADP+[r]	Retinol metabolism	Pan	Absent
HMR_6653	c	9-cis-retinal[c] + H+[c] + NADPH[c] + O2[c] => 4-OH-9-cis-retinal[c] + H2O[c] + NADP+[c]	Retinol metabolism	Pan	Absent
HMR_6654	r	9-cis-retinal[r] + H+[r] + NADPH[r] + O2[r] => 4-OH-9-cis-retinal[r] + H2O[r] + NADP+[r]	Retinol metabolism	Pan	Absent
HMR_6655	c	4-OH-9-cis-retinal[c] + NADPH[c] + O2[c] => 4-oxo-9-cis-retinal[c] + H+[c] + H2O[c] + NADP+[c]	Retinol metabolism	Pan	Absent
HMR_6656	r	4-OH-9-cis-retinal[r] + NADPH[r] + O2[r] => 4-oxo-9-cis-retinal[r] + H+[r] + H2O[r] + NADP+[r]	Retinol metabolism	Pan	Absent
HMR_6663	c	9,13-cis-retinoate[c] <=> 9-cis-retinoate[c]	Retinol metabolism	Pan	Absent
HMR_6666	c	9-cis-retinoate[c] + UDP-glucuronate[c] => 9-cis-retinoyl-beta-D-glucuronide[c] + UDP[c]	Retinol metabolism	Pan	Absent
HMR_6667	r	9-cis-retinoate[r] + UDP-glucuronate[r] => 9-cis-retinoyl-beta-D-glucuronide[r] + UDP[r]	Retinol metabolism	Pan	Absent
HMR_6670	c	4-oxo-9-cis-retinoate[c] + H+[c] + NADPH[c] <=> 9-cis-4-oxo-13,14-dihydro-retinoate[c] + NADP+[c]	Retinol metabolism	Pan	Absent
HMR_6681	c	13-cis-retinoate[c] + NADPH[c] + O2[c] => 4-oxo-13-cis-retinoate[c] + H+[c] + H2O[c] + NADP+[c]	Retinol metabolism	Pan	Absent
HMR_6683	c	13-cis-retinoate[c] + H+[c] + NADPH[c] + O2[c] => 5,6-epoxy-13-cis-retinoate[c] + H2O[c] + NADP+[c]	Retinol metabolism	Pan	Absent
