RxnID	Comps	Eq	Subs	Type	nModelsXGPR.rxnMaxInAnyGPR	Class
HMR_3111	m	eicosanoyl-CoA[m] + FAD[m] => (2E)-eicosenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3112	m	(2E)-eicosenoyl-CoA[m] + H2O[m] => 3-hydroxyeicosanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3113	m	3-hydroxyeicosanoyl-CoA[m] + NAD+[m] => 3-oxoeicosanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3114	m	3-oxoeicosanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + stearoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3115	m	FAD[m] + stearoyl-CoA[m] => (2E)-octadecenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3116	m	(2E)-octadecenoyl-CoA[m] + H2O[m] => 3-hydroxyoctadecanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3117	m	3-hydroxyoctadecanoyl-CoA[m] + NAD+[m] => 3-oxooctadecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3118	m	3-oxooctadecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + palmitoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3121	m	FAD[m] + palmitoyl-CoA[m] => (2E)-hexadecenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3122	m	(2E)-hexadecenoyl-CoA[m] + H2O[m] => (S)-3-hydroxyhexadecanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3123	m	(S)-3-hydroxyhexadecanoyl-CoA[m] + NAD+[m] => 3-oxopalmitoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3125	m	3-oxopalmitoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + myristoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3128	m	FAD[m] + myristoyl-CoA[m] => (2E)-tetradecenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3129	m	(2E)-tetradecenoyl-CoA[m] + H2O[m] => (S)-3-hydroxytetradecanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3130	m	(S)-3-hydroxytetradecanoyl-CoA[m] + NAD+[m] => 3-oxotetradecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3132	m	3-oxotetradecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + lauroyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3135	m	FAD[m] + lauroyl-CoA[m] => (2E)-dodecenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3136	m	(2E)-dodecenoyl-CoA[m] + H2O[m] => (S)-3-hydroxydodecanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3137	m	(S)-3-hydroxydodecanoyl-CoA[m] + NAD+[m] => 3-oxododecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3139	m	3-oxododecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + decanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3142	m	decanoyl-CoA[m] + FAD[m] => (2E)-decenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3143	m	(2E)-decenoyl-CoA[m] + H2O[m] => (S)-hydroxydecanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3144	m	(S)-hydroxydecanoyl-CoA[m] + NAD+[m] => 3-oxodecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3146	m	3-oxodecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + octanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3149	m	FAD[m] + octanoyl-CoA[m] => (2E)-octenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3150	m	(2E)-octenoyl-CoA[m] + H2O[m] => (S)-hydroxyoctanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3151	m	(S)-hydroxyoctanoyl-CoA[m] + NAD+[m] => 3-oxooctanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3153	m	3-oxooctanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + hexanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3156	m	FAD[m] + hexanoyl-CoA[m] => (2E)-hexenoyl-CoA[m] + FADH2[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	911	Universal
HMR_3157	m	(2E)-hexenoyl-CoA[m] + H2O[m] => (S)-hydroxyhexanoyl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3158	m	(S)-hydroxyhexanoyl-CoA[m] + NAD+[m] => 3-oxohexanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3160	m	3-oxohexanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + butyryl-CoA[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3398	m	(9E)-tetradecenoyl-CoA[m] + 6 CoA[m] + 5 FAD[m] + 6 H2O[m] + 6 NAD+[m] => 7 acetyl-CoA[m] + 5 FADH2[m] + 6 H+[m] + 6 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3406	m	(13Z)-octadecenoyl-CoA[m] + 8 CoA[m] + 7 FAD[m] + 8 H2O[m] + 8 NAD+[m] => 9 acetyl-CoA[m] + 7 FADH2[m] + 8 H+[m] + 8 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3407	m	(9E)-octadecenoyl-CoA[m] + 8 CoA[m] + 7 FAD[m] + 8 H2O[m] + 8 NAD+[m] => 9 acetyl-CoA[m] + 7 FADH2[m] + 8 H+[m] + 8 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3408	m	(7Z)-octadecenoyl-CoA[m] + 8 CoA[m] + 7 FAD[m] + 8 H2O[m] + 8 NAD+[m] => 9 acetyl-CoA[m] + 7 FADH2[m] + 8 H+[m] + 8 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3409	m	(6Z,9Z)-octadecadienoyl-CoA[m] + 8 CoA[m] + 6 FAD[m] + 8 H2O[m] + 8 NAD+[m] => 9 acetyl-CoA[m] + 6 FADH2[m] + 8 H+[m] + 8 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3414	m	(5Z,8Z,11Z)-eicosatrienoyl-CoA[m] + 9 CoA[m] + 6 FAD[m] + 9 H2O[m] + 9 NAD+[m] => 10 acetyl-CoA[m] + 6 FADH2[m] + 9 H+[m] + 9 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3416	m	(11Z)-docosenoyl-CoA[m] + 10 CoA[m] + 9 FAD[m] + 10 H2O[m] + 10 NAD+[m] => 11 acetyl-CoA[m] + 9 FADH2[m] + 10 H+[m] + 10 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3423	m	(11Z,14Z)-eicosadienoyl-CoA[m] + 9 CoA[m] + 7 FAD[m] + 9 H2O[m] + 9 NAD+[m] => 10 acetyl-CoA[m] + 7 FADH2[m] + 9 H+[m] + 9 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3424	m	(13Z,16Z)-docosadienoyl-CoA[m] + 10 CoA[m] + 8 FAD[m] + 10 H2O[m] + 10 NAD+[m] => 11 acetyl-CoA[m] + 8 FADH2[m] + 10 H+[m] + 10 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3426	m	8 CoA[m] + 5 FAD[m] + 8 H2O[m] + linolenoyl-CoA[m] + 8 NAD+[m] => 9 acetyl-CoA[m] + 5 FADH2[m] + 8 H+[m] + 8 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_9719	m	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[m] + 8 CoA[m] + 4 FAD[m] + 8 H2O[m] + 8 NAD+[m] => 9 acetyl-CoA[m] + 4 FADH2[m] + 8 H+[m] + 8 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3429	m	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[m] + 10 CoA[m] + 5 FAD[m] + 10 H2O[m] + 10 NAD+[m] => 11 acetyl-CoA[m] + 5 FADH2[m] + 10 H+[m] + 10 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3430	m	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[m] + 10 CoA[m] + 4 FAD[m] + 10 H2O[m] + 10 NAD+[m] => 11 acetyl-CoA[m] + 4 FADH2[m] + 10 H+[m] + 10 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3431	m	(11Z,14Z,17Z)-eicosatrienoyl-CoA[m] + 9 CoA[m] + 6 FAD[m] + 9 H2O[m] + 9 NAD+[m] => 10 acetyl-CoA[m] + 6 FADH2[m] + 9 H+[m] + 9 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3432	m	13,16,19-docosatrienoyl-CoA[m] + 10 CoA[m] + 7 FAD[m] + 10 H2O[m] + 10 NAD+[m] => 11 acetyl-CoA[m] + 7 FADH2[m] + 10 H+[m] + 10 NADH[m]	Beta oxidation of even-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3170	m	FAD[m] + heneicosanoyl-CoA[m] => (2E)-heneicosenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3171	m	(2E)-heneicosenoyl-CoA[m] + H2O[m] => 3-hydroxyheneicosanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3172	m	3-hydroxyheneicosanoyl-CoA[m] + NAD+[m] => 3-oxoheneicosanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3173	m	3-oxoheneicosanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + nonadecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3174	m	FAD[m] + nonadecanoyl-CoA[m] => (2E)-nonadecenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3175	m	(2E)-nonadecenoyl-CoA[m] + H2O[m] => 3-hydroxynonadecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3176	m	3-hydroxynonadecanoyl-CoA[m] + NAD+[m] => 3-oxononadecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3177	m	3-oxononadecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + heptadecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3178	m	FAD[m] + heptadecanoyl-CoA[m] => (2E)-heptadecenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3179	m	(2E)-heptadecenoyl-CoA[m] + H2O[m] => 3-hydroxyheptadecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3180	m	3-hydroxyheptadecanoyl-CoA[m] + NAD+[m] => 3-oxoheptadecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3181	m	3-oxoheptadecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + pentadecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3182	m	FAD[m] + pentadecanoyl-CoA[m] => (2E)-pentadecenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3183	m	(2E)-pentadecenoyl-CoA[m] + H2O[m] => 3-hydroxypentadecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3184	m	3-hydroxypentadecanoyl-CoA[m] + NAD+[m] => 3-oxopentadecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3185	m	3-oxopentadecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + tridecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3186	m	FAD[m] + tridecanoyl-CoA[m] => (2E)-tridecenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3187	m	(2E)-tridecenoyl-CoA[m] + H2O[m] => 3-hydroxytridecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3188	m	3-hydroxytridecanoyl-CoA[m] + NAD+[m] => 3-oxotridecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3189	m	3-oxotridecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + undecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3190	m	FAD[m] + undecanoyl-CoA[m] => (2E)-undecenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3191	m	(2E)-undecenoyl-CoA[m] + H2O[m] => 3-hydroxyundecanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3192	m	3-hydroxyundecanoyl-CoA[m] + NAD+[m] => 3-oxoundecanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3193	m	3-oxoundecanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + nonanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3194	m	FAD[m] + nonanoyl-CoA[m] => (2E)-nonenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3195	m	(2E)-nonenoyl-CoA[m] + H2O[m] => 3-hydroxynonanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3196	m	3-hydroxynonanoyl-CoA[m] + NAD+[m] => 3-oxononanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3197	m	3-oxononanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + heptanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3198	m	FAD[m] + heptanoyl-CoA[m] => (2E)-heptenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3199	m	(2E)-heptenoyl-CoA[m] + H2O[m] => 3-hydroxyheptanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3200	m	3-hydroxyheptanoyl-CoA[m] + NAD+[m] => 3-oxoheptanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3201	m	3-oxoheptanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + pentanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3202	m	FAD[m] + pentanoyl-CoA[m] => (2E)-pentenoyl-CoA[m] + FADH2[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	911	Universal
HMR_3203	m	(2E)-pentenoyl-CoA[m] + H2O[m] => 3-hydroxypentanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3204	m	3-hydroxypentanoyl-CoA[m] + NAD+[m] => 3-oxopentanoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	917	Universal
HMR_3205	m	3-oxopentanoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + propanoyl-CoA[m]	Beta oxidation of odd-chain fatty acids (mitochondrial)	Core	916	Universal
HMR_3240	m	(13Z)-eicosenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-2,13-eicosadienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3241	m	H2O[m] + trans,cis-2,13-eicosadienoyl-CoA[m] => 3(S)-hydroxy-13-cis-eicosenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3242	m	3(S)-hydroxy-13-cis-eicosenoyl-CoA[m] + NAD+[m] => 3-oxo-13-cis-eicosenoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3243	m	3-oxo-13-cis-eicosenoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + cis-vaccenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	916	Universal
HMR_3244	m	cis-vaccenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-octadeca-2,11-dienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3245	m	H2O[m] + trans,cis-octadeca-2,11-dienoyl-CoA[m] => (S)-3-hydroxy-11-cis-octadecenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3246	m	(S)-3-hydroxy-11-cis-octadecenoyl-CoA[m] + NAD+[m] => 3-oxo-11-cis-octadecenoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3247	m	3-oxo-11-cis-octadecenoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + palmitoleoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	916	Universal
HMR_3250	m	FAD[m] + palmitoleoyl-CoA[m] => FADH2[m] + trans,cis-hexadeca-2,9-dienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3252	m	H2O[m] + trans,cis-hexadeca-2,9-dienoyl-CoA[m] => (S)-3-hydroxypalmitoleoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3254	m	(S)-3-hydroxypalmitoleoyl-CoA[m] + NAD+[m] => 3-oxopalmitoleoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3256	m	3-oxopalmitoleoyl-CoA[m] + CoA[m] => (7Z)-tetradecenoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	916	Universal
HMR_3258	m	(7Z)-tetradecenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-myristo-2,7-dienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3260	m	H2O[m] + trans,cis-myristo-2,7-dienoyl-CoA[m] => cis-(3S)-hydroxytetradec-7-enoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3262	m	cis-(3S)-hydroxytetradec-7-enoyl-CoA[m] + NAD+[m] => 3-oxomyrist-7-enoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3264	m	3-oxomyrist-7-enoyl-CoA[m] + CoA[m] => (5Z)-dodecenoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	916	Universal
HMR_3272	m	(2E)-dodecenoyl-CoA[m] <=> (5Z)-dodecenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	916	Universal
HMR_3356	p	(13Z)-eicosenoyl-CoA[p] + O2[p] => H2O2[p] + trans,cis-2,13-eicosadienoyl-CoA[p]	Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)	Core	917	Universal
HMR_3218	m	(13Z)-docosenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-2,13-docosadienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3219	m	H2O[m] + trans,cis-2,13-docosadienoyl-CoA[m] => 3(S)-hydroxy-13-cis-docosenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3220	m	3(S)-hydroxy-13-cis-docosenoyl-CoA[m] + NAD+[m] => 3-oxo-13cis-docosenoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3221	m	3-oxo-13cis-docosenoyl-CoA[m] + CoA[m] => (11Z)-eicosenoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	916	Universal
HMR_3222	m	(11Z)-eicosenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-2,11-eicosadienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3223	m	H2O[m] + trans,cis-2,11-eicosadienoyl-CoA[m] => 3(S)-hydroxy-11-cis-eicosenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3224	m	3(S)-hydroxy-11-cis-eicosenoyl-CoA[m] + NAD+[m] => 3-oxo-11-cis-eicosenoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3225	m	3-oxo-11-cis-eicosenoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + oleoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	916	Universal
HMR_3226	m	FAD[m] + oleoyl-CoA[m] => FADH2[m] + trans,cis-octadeca-2,9-dienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3227	m	H2O[m] + trans,cis-octadeca-2,9-dienoyl-CoA[m] => (S)-3-hydroxyoleyleoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3228	m	(S)-3-hydroxyoleyleoyl-CoA[m] + NAD+[m] => 3-oxooleoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3229	m	3-oxooleoyl-CoA[m] + CoA[m] => 7-hexadecenoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	916	Universal
HMR_3230	m	7-hexadecenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-hexadeca-2,7-dienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3231	m	H2O[m] + trans,cis-hexadeca-2,7-dienoyl-CoA[m] => (S)-3-hydroxy-7-hexadecenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3232	m	(S)-3-hydroxy-7-hexadecenoyl-CoA[m] + NAD+[m] => 3-oxo-7-hexadecenoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3233	m	3-oxo-7-hexadecenoyl-CoA[m] + CoA[m] => 5-tetradecenoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	916	Universal
HMR_3234	m	5-tetradecenoyl-CoA[m] + FAD[m] => FADH2[m] + trans,cis-myristo-2,5-dienoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3235	m	H2O[m] + trans,cis-myristo-2,5-dienoyl-CoA[m] => cis-(3S)-hydroxytetradec-5-enoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3236	m	cis-(3S)-hydroxytetradec-5-enoyl-CoA[m] + NAD+[m] => 3-oxomyrist-5-enoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	917	Universal
HMR_3237	m	3-oxomyrist-5-enoyl-CoA[m] + CoA[m] => (3Z)-dodecenoyl-CoA[m] + acetyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	916	Universal
HMR_3239	m	(2E)-dodecenoyl-CoA[m] <=> (3Z)-dodecenoyl-CoA[m]	Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)	Core	916	Universal
HMR_3275	m	FAD[m] + linoleoyl-CoA[m] => FADH2[m] + trans,cis,cis-2,9,12-octadecatrienoyl-CoA[m]	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	Core	917	Universal
HMR_3277	m	H2O[m] + trans,cis,cis-2,9,12-octadecatrienoyl-CoA[m] => (3S)-3-hydroxylinoleoyl-CoA[m]	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	Core	917	Universal
HMR_3278	m	(3S)-3-hydroxylinoleoyl-CoA[m] + NAD+[m] => 3-oxolinoleoyl-CoA[m] + H+[m] + NADH[m]	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	Core	917	Universal
HMR_3279	m	3-oxolinoleoyl-CoA[m] + CoA[m] => acetyl-CoA[m] + cis,cis-palmito-7,10-dienoyl-CoA[m]	Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial)	Core	916	Universal
